Qu Id,Name (Manufacturers),Name (Categories),Name,Weight (Packages),Height (Packages),Length (Packages),Width (Packages)
368049,,Car Key,"LEXUS ES300h, ES350, LS500 Smart Key Fob OEM ID: HYQ14FBF MODEL:14FBF",0.1,3,4,4
373609,,Games & Toys,Lego - Frozen ,0.45,2,8,8
373458,,Cream (Small up to 4oz.),Alterna CAVIAR - Heat Protection Spray,0.45,3,3,6
373095,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)","Redken All Soft Heavy Cream, 250 ml, 3 vnt",2.05,4,8,4
373596,,Cosmetic Set (Small - sample bag),Vitamin C Serum + Hyaluronic Acid + Ferulic Acid,0.35,4.5,4,4
373915,,Underwear,"Tommy Hilfiger Panty, 2 Pack, Color: Strawberry Ice Pink/Navy Blazer Blue, Size L",0.1,5,1,4
373448,,Cream (Small up to 4oz.),Alterna CAVIAR - Heat Protection Spray,0.4,3,3,6
373079,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)","Redken All Soft Heavy Cream, 250 ml, 3 vnt",2.3,7,3,10
373905,,Underwear,"Tommy Hilfiger Panty, 2 Pack, Color: Strawberry Ice Pink/Navy Blazer Blue, Size L",0.1,6,1,4
373594,,Cream (Big 4-12oz),Face Mask,0.75,2,7,5
371403,,Sweatshirts,"Tommy Hilfiger Men's Tried & True Regular-Fit Embroidered Logo Sweatshirt, Color: Apple Red",1,3,10,10
373891,,Underwear,"Tommy Hilfiger Panty, 2 Pack, Color: Strawberry Ice Pink/Navy Blazer Blue, Size L",0.1,5,1,5
373266,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.35,4,1,5
373501,,Cosmetic Set (Small - sample bag),Alterna Caviar 3-Pcs Set,0.6,4,3,7
373160,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.25,4,1,5
62759,,,,0,8,11,3
373140,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.4,4,1,5
373496,,Cosmetics Set (Medium - pair of medium shampoos),Essential Oil Diffuser Aroma Humidifier ASAWASA Whisper Quiet Aroma Humidifiers with Waterless Auto Shut-Off Protection 7 Colors Changed LED Night Light for Home bedroom Office Yoga (Butt...,1.1,5,5,10
373093,,Games & Toys,"BONAOK Wireless Bluetooth Karaoke Microphone with Controllable LED Lights, Portable Handheld Karaoke Speaker Machine Christmas Birthday Home Party for Android/iPhone/PC or All Smartphone(...",1.8,4,12,4
373511,,Cosmetic Set (Small - sample bag),"Vitamin D3 with Coconut Oil, 360 Softgels, 5000iu/125mcg",0.5,3.5,6,3.5
373839,,Games & Toys,Lego - Frozen ,0.6,9,3,8
373469,,Cosmetics Set (Medium - pair of medium shampoos),Essential Oil Diffuser Aroma Humidifier ASAWASA Whisper Quiet Aroma Humidifiers with Waterless Auto Shut-Off Protection 7 Colors Changed LED Night Light for Home bedroom Office Yoga (Butt...,1.1,5,5,9
373368,,Cosmetics Set (Medium - pair of medium shampoos),Essential Oil Diffuser Aroma Humidifier ASAWASA Whisper Quiet Aroma Humidifiers with Waterless Auto Shut-Off Protection 7 Colors Changed LED Night Light for Home bedroom Office Yoga (Butt...,1.1,5,5,9
373367,,Cosmetics Set (Medium - pair of medium shampoos),Essential Oil Diffuser Aroma Humidifier ASAWASA Whisper Quiet Aroma Humidifiers with Waterless Auto Shut-Off Protection 7 Colors Changed LED Night Light for Home bedroom Office Yoga (Butt...,1.1,5,5,9
373580,,Wallets,Tommy Hilfiger Leather Wallet - Brown ,0.45,1.5,5,4
373360,,Cosmetics Set (Medium - pair of medium shampoos),Essential Oil Diffuser Aroma Humidifier ASAWASA Whisper Quiet Aroma Humidifiers with Waterless Auto Shut-Off Protection 7 Colors Changed LED Night Light for Home bedroom Office Yoga (Butt...,1,5,5,9
371158,,Women's Ankle Boots,"UGG Hafstein, Color Burgundy, Size 12",2.45,10,4,12
373530,,Cosmetics Set (Medium - pair of medium shampoos),Frozen II Gift Set ,0.85,1,11,10
373362,,Cosmetics Set (Medium - pair of medium shampoos),"BAIESHIJI Essential Oil Diffuser, Metal Vintage Essential Oil Diffusers 100ML, Aromatherapy Diffuser with Waterless Auto Shut-Off Protection, 7 Color Changing Light, Cool Mist Humidifier",1.2,4,4,8
373437,,Cosmetics Set (Medium - pair of medium shampoos),"BAIESHIJI Essential Oil Diffuser, Metal Vintage Essential Oil Diffusers 100ML, Aromatherapy Diffuser with Waterless Auto Shut-Off Protection, 7 Color Changing Light, Cool Mist Humidifier",1.1,4,4,8
373618,,Games & Toys,Lego - Frozen ,0.4,2,7,8
368915,,Autoparts,Eagle Mike Mfg. Doohickey Balancer Idle Lever & Spring Upgrade KAWASAKI KLR650,0.1,0.5,7,6
372258,,Cosmetic Set (Small - sample bag),ECOTOOLS Perfecting Blender Duo,0.15,3,3,6
372210,,Handbags & Accessories,Crest (3-pack) ,1.25,7,4,9
371983,,Cosmetic Set (Small - sample bag),Bare Care KIt ,1,5,3,7
22581,,,,0,6,9,1
371555,,Vitamins (Large),Woman's Vitamins - Gummies ,0.85,4,8,4.5
371881,,Other,"Millennium Tanning Paint It Black 50X,13.5 Oz",1.2,5,5,5
372013,,Games & Toys,Blume Doll,0.65,5,5,5
368796,,Cosmetic Set (Small - sample bag),Alterna  Set ,0.5,4,4,4
372208,,Games & Toys,Zoomer Hungry Chewy Bunny ,1.55,9,5,12
373231,,Watches,Fitness Tracker ,0.15,3,8,3
371946,,Cosmetic Set (Small - sample bag),10 Pack Fruits Extract Cream,1,5,3,7
371560,,Motorcycle Items,2013 Harley Dyna FXDB Street Bob Fuel Gas Petrol Level Gauge 75241-08,0.4,3,4,4
373523,,Watches,Fitness Tracker ,0.3,3,3,8
373104,,Handbags & Accessories,40 Harney & Sons Tea Bag + 10 Honey,0.8,5,3,7
371538,,Motorcycle Items,2013 Harley Dyna FXDB Street Bob Horn With Cover 61300478A,1.6,6,6,6
372302,,Handbags & Accessories,Samsonite Umbrella,1.75,8,8,14
373967,,Shampoo Big (more than 12 oz),Marrakesh Hair Oils,0.8,3,3,8
373162,,Cosmetics Set (Medium - pair of medium shampoos),Original Jade Roller and Gua Sha Set,1,6,5,9
370963,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.4,1.5,9,7
373135,,Watches,Fitness Tracker ,0.35,3,6,3
371149,,Kids Winter Shoes,"Stride Rite Made 2 Play Sneaker Boot (Toddler/Little Kid), Color: Blue, Size: 11.5, Width: M",1.2,12,3.5,7
373048,,Watches,Fitness Tracker ,0.1,3,3,6
372382,,Shampoo Small (up to 12 oz),ALTERNA Caviar Restructuring Bond Repair Leave-In Heat Protection Spray,0.5,3,3,6
15352,,,,0,12,16,6
372402,,Cosmetic Sets,Wet Brush (3pcs) with  Skulls,1.05,7,6,10
370163,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.5,1.5,9,7
373617,,Cosmetics Set (Medium - pair of medium shampoos),"BAIESHIJI Essential Oil Diffuser, Metal Vintage Essential Oil Diffusers 100ML, Aromatherapy Diffuser with Waterless Auto Shut-Off Protection, 7 Color Changing Light, Cool Mist Humidifier",1.1,4,4,9
372359,,Cosmetic Sets,Wet Brush (3pcs) with  Skulls,1.05,7,6,10
373564,,Shampoo Big (more than 12 oz),Alterna - Color Hold Kit ,1.45,5,3,7
369775,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.55,1.5,9,9
373538,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.44,4,1,5
373611,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.4,4,1,5
372393,,Vitamins (Large),Men's Gummy Vitamins,1.1,3,3,6
41950,,,,0,18,9,38
372260,,Cosmetic Set (Small - sample bag),Artizen Aromatherapy Top 14 Essential Oil Set (100% PURE & NATURAL) Therapeutic Grade Essential Oils - All of Our Most Popular Scents and Best Essential Oil Blends,1.25,4,3,11
372051,,Games & Toys,"Zoomer Chimp, Interactive Chimp with Voice Command, Movement and Sensors by Spin Master",3.5,14,8,15.5
371980,,Gummies (2+1),"Hair, Skin, Nails Gummies (Pack of 3)",2.1,7,4,9
372731,,Watches,Fitness Tracker ,0.3,3,3,6
372481,,Watches,Emporio Armani Dress Watch (Model: AR11184),1.25,5,5,5
372045,,Games & Toys,"Zoomer Chimp, Interactive Chimp with Voice Command, Movement and Sensors by Spin Master",3.85,14,8,5
28414,,,,0,11,11,8
371877,,Gummies (2+1),"Hair, Skin, Nails Gummies (Pack of 3)",2.05,6,4,8
372681,,Cream (Small up to 4oz.),16 Big Korean Mask ,1.1,5,3,7
373503,,Games & Toys,"Zoomer Chimp, Interactive Chimp with Voice Command, Movement and Sensors by Spin Master",3.8,14,8,15
373790,,Other,"2 in 1 -Food Grinder & Slicer Shredder Attachment Pack for KitchenAid Stand mixer, with Sausage Filler Tube, Work as Food Processor",4.8,9,6,16
373436,,Games & Toys,"Zoomer Chimp, Interactive Chimp with Voice Command, Movement and Sensors by Spin Master",3.9,14,16,8
372577,,Winter Jackets,"FAUX FUR HOOD PUFFER JACKET, Color Black, Size L",2.7,19,5,14
331102,,Autoparts,Mevotech Control Arm and Ball Joint Assembly - Front Right Lower Part Number: 140869-05758304,9.25,4,21,17
376244,,Wallets,"Tommy Hilfiger Leather Wallet, Color Black",0.4,5,1,4
376255,,Games & Toys,Little Live Wrapples Bonnie Slap Bracelet,0.5,5,5,5
331101,,Autoparts,WJB Wheel Hub Assembly - Front Part Number: 140869-05442700,7.6,5.5,6.5,6.5
50162,,,,0,4,5,4
372097,,Games & Toys,Toy - Husky ,1.25,9.5,8.5,11
371490,,T-shirts,"KARL KOCKTAIL TEE, Color White, Size S",0.2,5,2,8
371479,,T-shirts,"KARL KOCKTAIL TEE, Color White, Size S",0.2,5,2,7
371234,,T-shirts,"KARL KOCKTAIL TEE, Color White, Size S",0.3,5,2,8
371179,,T-shirts,"KARL KOCKTAIL TEE, COLOR: WHITE, SIZE: S",0.1,7,1,8
370980,,Wallets,"CARYS LARGE ZIP-AROUND WALLET, Color Red",0.7,5,2,8
371811,,Games & Toys,Toy - Husky ,1.25,11,8,13
371780,,T-shirts,"KARL KOCKTAIL TEE, Color Black, Size M ",0.1,5,1,7
371779,,Games & Toys,Toy - Husky ,1.25,11,8,13
371830,,T-shirts,"KARL KOCKTAIL TEE, Color Black, Size M ",0.1,5,1,7
53919,,,,0,9,12,4
371843,,T-shirts,"KARL KOCKTAIL TEE, Color White, SIze M",0.1,9,2,9
371685,,High-heels,"Ema Sandstone Metallic Heeled Sandals, Color: Powder, Size: 7",1.6,19,4,13
371777,,Games & Toys,Toy - Husky ,1.25,10,8,13
372430,,Men's Winter Boots,"COACH Urban Hiker, Color Black/Black Prairie Leather, Size 10",2.5,12,4,10
369767,,Crossbodies,"Furla Bella Small Leather Crossbody, Color: Black",1.5,9,3,10
372387,,Coats,"Longline Cire Faux Fur Trim Puffer, Color Camel, Size 4",1.95,12,7,16
370144,,Women's Ankle Boots,"DKNY Heva Block-Heel Sandals, Created For Macy's, Color: Black, Size: 8.5M ",1.9,9,4,12
372578,,Watches,"HYBRID SMARTWATCH - JACQUELINE STAINLESS STEEL, ",0.75,5,5,5
372141,,Games & Toys,Fisher - Price Moving Sloth,2.75,8,11,16
372324,,Men's Winter Boots,"COACH Urban Hiker, Color: Black/Black Prairie Leather, Size: 7",2.3,11,4,10
371409,,Women's Ankle Boots,"Tommy Hilfiger Women's Satine Dress Sandals, Color Black Suede, Size 7.5",1.85,8,4,11
370521,,Women's Ankle Boots,"BOYS' BIG KIDS' NIKE LEBRON 16 BASKETBALL SHOES, Color Light Bone/Tour Yellow/Bright Crimson - AQ2465 076, Size 7",1.45,8,4,11
376146,,T-shirts,"Calvin Klein BIG BOY T-Shirt, Size XL, Colo Blue",0.45,8,1,4
370536,,Women's Shoes,"GIRLS' BIG KIDS' FILA DISRUPTOR ICE CASUAL SHOES, Size 7 ",1.55,9,4,10
370652,,Gummies (2+1),"Hair, Skin, Nails Gummies (Pack of 3)",1.95,6,4,8
371388,,High-heels,"Tommy Hilfiger Women's Satine Dress Sandals, Color Black, Size 7.5",1.8,8,4,11
371257,,Women's Ankle Boots,"Bearpaw Emma Shorts Boots, Color Charcoal",2,11,4,13
372219,,Water Bottle Big (from 18 oz),Contigo Gift Set (Blue & Red),1.55,6,4,8
373796,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)","Redken All Soft Heavy Cream, 250 ml, 3 vnt",1.9,4,4,12
15346,,,,0,4,8,1
372168,,Water Bottle Big (from 18 oz),Contigo Gift Set (Blue & Red),1.55,6,4,8
371078,,Boots (Ilgaauliai),"KNIFE COMBAT BOOTS, SIZE 39",3.55,13,4,11
373754,,Shampoo Big (more than 12 oz),"Redken All Soft Heavy Cream, 8.5 oz (Pack of 3)",1.95,4,4,8
369427,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.55,1,9,8
372159,,Water Bottle Big (from 18 oz),Contigo Gift Set (Blue & Red),1.55,6,4,8
373799,,"Cosmetics Set (Large - big shampoo bottle, up to 2lbs)","Redken All Soft Heavy Cream, 250 ml, 3 vnt",1.9,4,8,4
373484,,Cosmetic Set (Small - sample bag),"Vitamin D3 with Coconut Oil, 360 Softgels, 5000iu/125mcg",0.5,4,3,8
370003,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.55,2,9,5
373791,,Cream (Small up to 4oz.),Alterna CAVIAR - Heat Protection Spray,0.45,4,3,8
33573,,,,0,4,4,0.4
370340,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.55,1.5,11,7
373794,,Cream (Small up to 4oz.),Alterna CAVIAR - Heat Protection Spray,0.4,4,3,8
370586,,Sweatshirts,"Calvin Klein Twofer Cotton-Blend Sweatshirt, Black",0.7,2,9,7
372238,,High-heels,"Tommy Hilfiger Women's Satine Dress Sandals, Size: 8.5, Color: Black Suede",2.15,4,12,9
373811,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.4,1.5,5,4
373816,,Watches,Fitness Tracker ,0.1,4,4,4
373835,,Purse,Tommy Hilfiger Genuine Leather Wallet,0.4,1.5,5,4
372827,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color: Charcoal",0.95,3,11,7
370829,,Sweatpants,"Reason Men's Marble & Gold Track Pants, Color: White, Size: S",1.1,3,9,6
373786,,Watches,Fitness Tracker ,0.1,3,4,4
368653,,Cream (Small up to 4oz.),Ultra Hydrating Face Mask (12 pcs.) ,0.8,2,7,5
368662,,Cream (Small up to 4oz.),Ultra Hydrating Face Mask (12 pcs.) ,0.8,2,7,5
368676,,Cream (Small up to 4oz.),Ultra Hydrating Face Mask (12 pcs.) ,0.7,2,7,5
373800,,Cosmetics Set (Medium - pair of medium shampoos),Mens Skin Care Gift Set ,1.5,10,3,13
368716,,Cream (Small up to 4oz.),Ultra Hydrating Face Mask (12 pcs.) ,0.7,3,6,5
59242,,,,0,6,10,4
371187,,High-heels,"Tommy Hilfiger Women's Satine Dress Sandals, Color  Medium Red Suede, Size 8.5 ",1.8,9,4,12
376098,,T-shirts,"Calvin Klein BIG BOY T-Shirt, Size XL, Color White",0.45,8,1,4
373782,,Games & Toys,"BONAOK Wireless Bluetooth Karaoke Microphone with Controllable LED Lights, Portable Handheld Karaoke Speaker Machine Christmas Birthday Home Party for Android/iPhone/PC or All Smartphone(...",1.65,4,12,4
371173,,Women's Ankle Boots,"Tommy Hilfiger Women's Satine Dress Sandals, Color Black Suede, Size 9",1.45,9,4,10
373774,,Games & Toys,"BONAOK Wireless Bluetooth Karaoke Microphone with Controllable LED Lights, Portable Handheld Karaoke Speaker Machine Christmas Birthday Home Party for Android/iPhone/PC or All Smartphone(...",1.65,4,12,4
371215,,Sweatshirts,"Tommy Hilfiger Men's Tried & True Regular-Fit Embroidered Logo Sweatshirt, Color: Apple Red",0.95,3,7,7
371206,,Sweatshirts,"Tommy Hilfiger Men's Tried & True Regular-Fit Embroidered Logo Sweatshirt, Color: Apple Red",0.95,2.5,10,8
371386,,High-heels,"Tommy Hilfiger Women's Satine Dress Sandals, Color black suede, Size 8.5",2.1,9,4,12
371182,,Women's Ankle Boots,"Tommy Hilfiger Women's Satine Dress Sandals, Color Medium Red Suede, Size 6.5 ",1.15,8,4,10
367606,,Dresses,"TOMMY HILFIGER COWL NECK SWEATER DRESS, Size; S",0.9,2,9,6
371404,,High-heels,"Tommy Hilfiger Women's Satine Dress Sandals, Color black suede, Size 8.5",2,9,5,12
372414,,Tights/Leggings,"GUESS MANJA LOGO LEGGINGS, Jet Black",0.4,0.7,9,5
375650,,Games & Toys,L.O.L. Surprise! Fuzzy Pets with Washable Fuzz Series 2,0.5,3,3,8
375646,,Games & Toys,L.O.L. Surprise! Fuzzy Pets with Washable Fuzz Series 2,0.45,3,3,8
371390,,Women's Ankle Boots,"Tommy Hilfiger Women's Satine Dress Sandals, Color Black Suede, Size 5.5",1.85,9,4,11
370529,,Belts,"Michael Kors Leather Logo Collar Grommet Belt, Color Black, SIze S",0.1,1,6,4
375644,,Games & Toys,L.O.L. Surprise! Fuzzy Pets with Washable Fuzz Series 2,0.45,3,3,8
22547,,,,0,7,10,2
374279,,Robe (Small),"Calvin Klein Girls' Cozy Robe with Cuff, Color CK Logo Multi, Size Medium (7/8)",0.5,10,2,10
366743,,T-shirts,"Satin & Lace Cami Set, Color: Blue Romance Paisley Floral, Size: M",0.15,5,2,5
374341,,Handbags & Accessories,"Wet Brush Mini, 3-pack (Pink, Purple, Blue)",0.7,6,6,6
369755,,Men's Shoes,adidas adizero boston 6 aktiv Casual Running Neutral Shoes White - Mens - Size,1,6,4,12
368007,,Snapback Cap,"New York Giants New Era Team Low Profile 59FIFTY Fitted Hat - Camo, Size: 7 3/8",0.6,8,6,8
370763,,Crossbodies,"ANGELEA LOGO CROSSBODY, COLOR BLACK",0.75,6,2.5,9
372203,,Watches,Fitness Tracker ,0.3,5,3,5
15345,,,,0,20,20,30
371428,,Women's Ankle Boots,"Bearpaw Emma Shorts Boots, Color Black ",2.2,5,11,11
372049,,Cosmetic Set (Small - sample bag),Bare Care KIt ,0.9,5,3,7
374394,,Kids Winter Shoes,"BEARPAW Little Boys' Brady Boots, Size 4, Color Hickory",1.3,11,4,21
375036,,Men's Shoes,"Converse Star Replay Sneaker (Unisex), Color Navy/Enamel Red, Size 9",1.45,7,4,12
371624,,Handbags & Accessories,Samsonite Umbrella,1.45,4,17,4
372858,,Women's Ankle Boots,"COACH Urban Hiker, Color Black/Black Prairie Leather,  Size 10M",2.75,4,12,10
56179,,,,0,2,5,2
375212,,T-shirts,"Calvin Klein Jeans Men's Logo Graphic T-Shirt, Color Peacoat, Size M",0.4,4,2,8
372083,,Games & Toys,Fisher - Price Moving Sloth,2.75,6,13,12
370227,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,1.1,6,6,9
374239,,T-shirts," Calvin Klein Jeans Men's Waffle-Knit T-Shirt, Color Grape Leaf, Size L",0.35,5,2,8
374536,,T-shirts," Calvin Klein Jeans Men's Waffle-Knit T-Shirt, Color Grape Leaf, Size M",0.3,5,2,7
28387,,,,0,4,4,8
370143,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,0.95,6,6,9
372634,,Backpack (Large),"LEEZA PEBBLED LARGE BACKPACK, Color: Black",2.6,8,14,12
374620,,T-shirts,"Calvin Klein Jeans Men's Logo Graphic T-Shirt, Color Peacoat, Size L",0.25,4,2,8
374356,,T-shirts,"Calvin Klein Jeans Men's Logo Graphic T-Shirt, Color Peacoat, Size L",0.35,5,1,8
340890,,Gloves,"Simms Prodry Glove + Liner, Size XL",0.3,6,1,10
372214,,Watches,Fitness Tracker ,0.25,5,3,5
371758,,Watch Strap,Kids Smart Watch (Blue)  ,0.35,4,3,4
367100,,Body Scent Cosmetics,Boss #6 men Eau De Toilette Spray 3.3 oz Tester,0.75,4,3,8
367766,,Wallets,"LEATHER WALLET + KEYRING GIFT BOX, Color: Black",0.3,5,2,8
368921,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,0.85,6,6,9
368913,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,0.85,6,6,9
371498,,Women's Shoes,"Steve Madden Cliff Sneakers, Color Olive Multi, Size 8",1.65,9,3,12
371185,,Women's Shoes,"Steve Madden Cliff Sneakers, Color Orange/Multi, Size 7.5",1.55,9,4,10
368688,,Coats,"Tailored Button Through Tie Waist Wool Look Coat, COLOR: BLACK, SIZE 8",2.15,4,14,12
374278,,Women's Slippers,"Tommy Hilfiger Dilly Sandal, Color DBLLL, Size 13",0.9,5,3,12
370526,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,0.7,7,3,10
62740,,,,0,6,6,3
374489,,Women's Slippers,"Tommy Hilfiger Hayle Flip Flop Sandal, Color GNMSY, Size 12",0.55,5,3,12
370518,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,0.7,7,3,10
374397,,Women's Slippers,"Tommy Hilfiger Hayle Flip Flop Sandal, Color GNMSY, Size 13",0.6,5,3,12
370484,,Cosmetics Set (Medium - pair of medium shampoos),Mens Cosmetic Bag + 15 Fragrance Samples ,0.75,9,5,10
374296,,Women's Slippers,"Tommy Hilfiger Dilly Sandal, Color DBLLL, Size 13",0.85,5,3,12
364322,Blackmagic,Digital Cameras,Blackmagic Design BMPCC Pocket Cinema Camera 4K Body Only,3.7,8,11,10
374491,,Women's Slippers,"Tommy Hilfiger Hayle Flip Flop Sandal, Color GNMSY, Size 13",0.5,5,2,12
374401,,Women's Slippers,"Tommy Hilfiger Dilly Sandal, Color DBLLL, Size 13",0.95,5,3,12
374967,,Women's Slippers,"Tommy Hilfiger Hayle Flip Flop Sandal, Color GNMSY, Size 13",0.4,5,3,12
374228,,Women's Slippers,"GUESS Melfino Slide Sandal, Color BLKLL, Size 12",0.7,10,2,10
50131,,,,0,6,6,4
374240,,Women's Slippers,"GUESS Melfino Slide Sandal, Color BLKLL, Size 12",0.75,10,2,10
374428,,Women's Slippers,"GUESS Melfino Slide Sandal, Color BLKLL, Size 12",0.65,10,2,10
373908,,Women's Shoes,"G by GUESS Jimmi Lace-Up Sneakers, Color Silver, Size 9",1.45,9,4,11
370359,,Women's Shoes,"MICHAEL Michael Kors Allie Trainer, Color: Milk, Size: 7.5",1.5,4,10,6
373702,,Backpack (Large),"Calvin Klein Kelly Backpack, Color: Black/Retro Blue/Silver",1.7,11,7,15
371847,,Autoparts,VTT S55 Crank Bolt Capture,0.6,1,6,5
370962,,Cosmetic Set (Small - sample bag),Body Shop Kit ,0.4,3,3,8
370362,,Women's Shoes,"Calvin Klein Uzza, Color: Black, Siz: 6 Width M",0.9,4,9,6
46410,,,,0,7,9,3
373766,,Sweatshirts,"Columbia Men's Hart Mountain II Fleece Sweatshirt, Color Charcoal Heather, Size M",0.85,11,2,10
373906,,Sweatshirts,"Columbia Men's Hart Mountain II Fleece Sweatshirt, Color Charcoal Heather, Size M",0.85,9,2,12
370223,,Women's Shoes,"MICHAEL Michael Kors Hastings Open Toe, Color: Black, Size: 9",1.6,3.5,10,6
374153,,T-shirts,"Calvin Klein Short Sleeve T-Shirt & Shorts 2-Piece Pajama Set, Color Grey Heather, Size L",0.45,6,2,7
373770,,Shirts,"Calvin Klein Short Sleeve Sleep T-Shirt, Color Nimbus, Size M",0.1,5,1,7
371045,,Women's Shoes,"Tommy Hilfiger Women's Satine Dress Sandals, Color Black Suede, Size 10",1.95,9,4,12
370322,,Women's Shoes,"MICHAEL Michael Kors Georgie Trainer, Color: White/Gold/Champagne 1, Size: 10",2,4,11,8
371191,,Autoparts,Starter For Kohler SV730 / SV735 / SV740,7.1,4,9.5,4
371855,,Beauty & Health,Frozen Cosmetics  Backpack,1.25,11,5,14
372181,,Wallets,Tommy Hilfiger Coin Pocket Wallet,0.4,4,1,5
371421,,Cosmetic Sets,Wet Brush (3pcs) with  Skulls,1,7,4,10
372106,,Watches,NEW Michael Kors Women's Quartz Stainless Steel Casual Watch Silver Toned MK3679,0.8,4,4,6
371635,,Games & Toys,HOT WHEELS TEAM TRANSPORT UNOPENED CASE FLF56-956E OFFER ENDS IN 2 DAYS,1.8,4,9,7
365359,,Dresses,"Calvin Klein Short Sleeve Sleep T-shirt, Color: MBU NIMBUS, size: M",0.3,5,1,7
365714,,Underwear,"Chantelle Wire Free T-Shirt Bra, Color BLACK, Size 38C",0.1,6,2,8
371835,,Games & Toys,"Zoomer Chimp, Interactive Chimp with Voice Command, Movement and Sensors by Spin Master",3.8,14,16,8
370907,,Cosmetic Set (Small - sample bag),Body Shop Kit ,0.5,3,3,9
372054,,Men's Winter Boots,"COACH Urban Hiker, Color: Black/Black Prairie Leather, Size: 9",2.7,11,4,11
59234,,,,0,2,10,2
371917,,Men's Shoes,"Calvin Klein Marz, Color: Dark Navy,  Size: 12",1.75,8,3,12
370576,,Cream (Small up to 4oz.),16 Big Korean Mask ,1.15,5,3,7
371342,,Coats,"FULL LENGTH BELTED PUFFER WITH FAUX FUR TRIM, Color Black, Size L",2.95,6,19,13
370825,,Shorts,US Military ECWCS Woodland Camo Gore Tex Waterproof Pants Sz Medium Short,1.2,9,2,12
371237,,Watch Strap,Kids Smart Watch (Pink) ,0.35,4,4,4
370258,,Water Bottle Small (up to 18 oz),THE ACTIONJAXON STARTER KIT,0.75,5,6,10
371836,,Cosmetic Set (Small - sample bag),Burt's Bees Essential Gift Set,0.45,5,3,7
369403,,Kids Winter Shoes,"Kids' CLASSIC MINI II SHIMMER, Color: BLACK, Size: 5",1.1,7,4,8
370790,,Watches,ETERNA Tangaroa Automatic Diamond Mother of Pearl Dial Ladies Watch 2947.50.61.0285,1.95,6,5,8
369358,,Women's Ankle Boots,"Dr. Martens Arlington NS Industrial Leather Derby, Color BLACK, Size US11/UK10",3.05,9,5,12
41940,,,,0,7,7,7
373308,,Sweatshirts,"Calvin Klein Monchrome Sweatshirt, Color Grey Heather, Size M",0.5,5,3,9
373369,,Handbags & Accessories,"Wet Brush Mini, 3-pack (Pink, Purple, Blue)",0.7,7,3,10
369132,,Boots (Ilgaauliai),"Franco Sarto Eugenia, Color Warm Grey Size 10 Width M",2.35,5,12,10
369516,,In-ear Headphones,Samsung Galaxy Buds SM-R170NZKAXAR In-Ear Wireless Earbuds LEFT EARBUD ONLY!,0.1,3,4,4
369149,,Belts,"Timberland 40mm Oily Milled Leather Belt, Color:BLACK, Size: 42",0.4,4,2,7
371501,,Dresses,NEW BALANCE Women's Essentials Aqua Camo Sweat Dress,0.85,7,2,9
369579,,Cream (Small up to 4oz.),12 pcs Korean Face Mask,0.85,5,3,7
369923,,Coats,"Vinyl Longline Faux Fur Trim Puffer Jacket, Color: Navy, US Size: 6",2.25,10,7,13
370603,,Cosmetics Set (Medium - pair of medium shampoos),Clinique Aromatics in Black 3-Piece Fragrance Set ,1.95,10,4,13
368773,,Women's Ankle Boots,"G by GUESS Illuse, Color Blask, Size 8.5 ",2.45,4.5,11,10
15344,,,,0,10,24,9
370190,,Water Bottle Big (from 18 oz),THE PEWDIEPIE JR. STARTER KIT,0.55,4,7,5
370099,,Water Bottle Small (up to 18 oz),THE PEWDIEPIE JR. (GLOW-IN-THE-DARK),0.65,5,5,10
366939,,Watches,"Tommy Hilfiger Men's Briggs Multifunction Leather Watch, 48mm, Color: MATTE BLACK, Size: One Size",0.5,4,4,4
371676,,Cosmetic Set (Small - sample bag),ECOTOOLS Perfecting Blender Duo,0.1,3,9,2.5
